ID,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,true_class
208,26,117,12,100,154,5,90,0,reverse-light-on
208,106,115,4,100,219,255,14,0,max-speedometer
628,88,242,1,251,16,124,141,155,benign
208,42,110,4,96,39,1,207,0,benign
1455,32,0,0,0,0,32,72,0,benign
208,34,68,4,102,40,255,203,0,max-speedometer
51,0,5,104,0,14,4,119,192,benign
1505,137,63,224,11,10,1,12,128,benign
208,82,115,4,100,182,255,54,0,max-speedometer
208,58,71,4,102,93,255,150,0,max-speedometer
208,58,126,4,100,164,28,53,0,benign
1760,6,62,6,63,6,70,6,68,benign
1031,88,0,104,112,9,129,189,96,benign
1505,137,36,0,11,10,0,152,128,benign
208,90,114,4,96,111,255,128,0,max-speedometer
852,32,42,0,0,0,6,154,0,benign
208,18,81,12,98,9,3,238,0,reverse-light-on
208,18,114,4,100,102,255,143,0,max-speedometer
208,26,63,4,96,191,255,53,0,max-speedometer
167,0,81,65,169,65,36,64,160,benign
293,144,0,70,95,70,57,25,96,benign
208,58,79,4,102,79,255,161,0,max-speedometer
1081,255,255,255,255,255,255,255,255,fuzzing
208,50,72,4,98,109,255,135,0,max-speedometer
852,32,163,64,0,0,7,45,128,benign
439,255,255,255,255,255,255,255,255,fuzzing
675,0,0,0,68,40,128,57,136,benign
208,74,114,4,100,229,255,9,0,max-speedometer
1760,19,190,19,184,19,185,19,177,benign
208,26,114,4,96,21,255,226,0,max-speedometer
293,144,0,109,31,109,178,53,96,benign
852,31,235,128,0,0,6,129,0,benign
208,26,113,4,96,199,2,48,0,reverse-light-off
208,50,115,4,96,38,255,204,0,max-speedometer
852,32,196,192,0,0,3,34,128,benign
208,18,120,4,96,214,16,20,0,benign
852,32,114,64,0,0,5,130,128,benign
14,32,86,150,2,8,9,108,104,benign
208,50,114,4,96,189,255,54,0,max-speedometer
1788,0,0,7,200,144,200,248,0,benign
1505,137,63,224,7,10,2,68,128,benign
167,0,16,250,38,1,23,208,160,benign
208,66,114,4,100,83,255,156,0,max-speedometer
961,123,85,32,38,243,133,169,46,benign
208,42,115,4,100,195,255,50,0,max-speedometer
208,18,79,4,96,76,255,169,0,max-speedometer
1225,1,206,213,130,13,2,246,75,benign
208,82,80,12,98,23,1,218,0,reverse-light-on
208,114,115,4,96,156,255,78,0,max-speedometer
25,255,255,255,255,255,255,255,255,fuzzing
208,74,119,4,96,219,14,10,0,benign
208,82,115,4,96,69,255,169,0,max-speedometer
208,82,79,4,100,64,255,173,0,max-speedometer
1760,2,168,2,163,2,159,2,161,benign
1505,137,48,64,7,10,1,108,128,benign
208,10,78,4,98,221,255,25,0,max-speedometer
14,32,81,214,2,8,9,125,172,benign
1277,17,43,10,145,59,7,201,136,benign
628,0,242,24,244,48,124,142,185,benign
208,42,94,12,96,125,5,117,0,reverse-light-on
14,32,96,214,2,8,9,120,10,benign
961,123,85,31,186,144,85,169,46,benign
208,74,80,12,102,123,2,118,0,reverse-light-on
778,32,32,16,0,147,132,10,0,benign
675,0,0,0,132,100,192,46,144,benign
208,98,114,4,100,143,255,92,0,max-speedometer
51,0,1,208,0,14,139,135,208,benign
354,87,168,8,68,232,18,115,205,benign
208,114,114,4,100,209,255,24,0,max-speedometer
208,82,115,4,100,27,255,210,0,max-speedometer
1760,26,177,26,158,26,169,26,163,benign
208,122,115,4,96,42,255,192,0,max-speedometer
208,58,82,12,98,108,2,135,0,reverse-light-on
675,0,0,0,69,84,192,60,8,benign
208,34,61,4,96,195,255,48,0,max-speedometer
208,18,114,4,100,254,255,249,0,max-speedometer
813,0,0,4,39,88,1,0,0,benign
1031,80,1,95,240,45,0,191,32,benign
14,32,84,150,2,8,9,115,248,benign
1760,12,135,12,130,12,140,12,130,benign
208,74,117,12,100,171,5,67,0,reverse-light-on
208,74,111,4,100,124,33,86,0,benign
51,27,193,89,189,175,12,87,208,benign
1076,2,8,32,160,163,248,97,0,benign
208,98,115,4,100,70,255,165,0,max-speedometer
1076,3,42,160,168,32,93,179,112,benign
675,0,0,0,3,254,128,36,128,benign
1072,0,159,69,190,230,128,17,160,benign
208,106,114,4,100,118,255,117,0,max-speedometer
628,0,242,22,246,48,124,141,189,benign
852,32,198,192,0,0,2,226,128,benign
208,50,124,4,100,246,0,0,0,benign
208,74,114,4,100,135,255,102,0,max-speedometer
412,31,150,32,41,66,0,40,80,benign
208,2,114,4,100,24,255,224,0,max-speedometer
852,32,163,0,0,0,7,38,128,benign
186,6,152,5,4,16,0,2,8,benign
1760,0,155,0,156,0,159,0,156,benign
208,74,115,4,100,234,255,3,0,max-speedometer
354,0,7,254,115,234,17,244,206,benign
293,144,0,108,223,155,250,217,96,benign
1176,131,254,31,240,199,129,137,200,benign
293,144,0,109,31,109,178,143,96,benign
208,42,114,4,96,188,255,57,0,max-speedometer
996,1,44,0,0,4,0,0,0,benign
1760,33,136,33,156,33,170,33,163,benign
208,90,80,4,96,63,255,173,0,max-speedometer
1505,137,34,128,11,10,1,48,128,benign
208,10,114,4,100,26,255,221,0,max-speedometer
403,0,8,8,4,6,200,0,0,benign
167,0,81,65,167,145,25,224,160,benign
1505,137,53,128,7,9,255,128,128,benign
663,17,8,0,16,4,6,82,16,benign
1760,4,210,4,216,4,220,4,224,benign
208,10,124,4,96,186,31,34,0,benign
1505,137,54,160,7,10,0,160,128,benign
1076,3,74,160,171,97,89,191,208,benign
526,78,32,11,172,108,191,240,15,benign
1225,1,164,21,130,13,2,246,75,benign
208,122,115,4,100,38,255,197,0,max-speedometer
208,42,114,4,100,109,255,134,0,max-speedometer
208,122,124,4,100,151,2,84,0,benign
852,32,59,128,0,0,4,31,0,benign
208,2,77,4,100,88,255,159,0,max-speedometer
1225,1,145,21,130,13,2,246,75,benign
1760,28,221,28,194,29,9,28,250,benign
354,0,8,8,115,234,17,244,206,benign
14,32,97,150,2,8,9,118,100,benign
1505,137,26,32,11,10,0,164,128,benign
167,0,81,42,169,17,19,208,160,benign
208,106,114,4,100,63,255,173,0,max-speedometer
1031,88,224,109,32,16,129,191,32,benign
354,36,72,2,84,74,18,36,206,benign
14,32,93,150,2,8,9,130,26,benign
412,10,144,32,76,66,0,39,192,benign
208,66,65,4,96,193,255,46,0,max-speedometer
167,0,16,250,229,113,37,192,160,benign
208,50,81,12,102,156,3,87,0,reverse-light-on
208,34,114,4,96,198,255,47,0,max-speedometer
14,32,98,22,2,8,9,117,76,benign
1072,0,108,132,13,210,128,22,160,benign
208,114,124,4,100,15,14,209,0,benign
1760,15,155,15,161,15,190,15,191,benign
51,43,10,74,178,158,154,135,208,benign
1031,176,0,151,48,92,192,190,224,benign
852,32,124,128,0,0,4,28,128,benign
412,12,118,32,15,130,0,41,32,benign
208,42,78,4,98,225,255,17,0,max-speedometer
852,32,101,64,0,0,7,64,128,benign
1760,10,26,10,38,10,41,10,57,benign
167,0,81,62,169,49,31,16,160,benign
1628,64,10,242,104,48,4,0,2,benign
208,82,73,4,102,149,255,90,0,max-speedometer
1694,4,64,4,90,32,224,21,2,benign
208,58,124,4,96,131,2,112,0,benign
14,32,100,22,2,8,9,119,10,benign
208,122,62,12,102,118,5,114,0,reverse-light-on
208,58,114,4,100,251,255,246,0,max-speedometer
51,33,67,218,15,108,199,231,144,benign
208,82,68,12,102,99,5,138,0,reverse-light-on
1505,137,51,32,7,10,0,172,128,benign
1176,132,0,160,4,76,137,161,132,benign
208,34,65,12,96,135,5,108,0,reverse-light-on
208,66,114,4,100,127,255,111,0,max-speedometer
208,26,86,4,100,35,32,182,0,benign
208,74,115,4,100,6,255,232,0,max-speedometer
167,0,16,249,168,241,40,144,160,benign
1408,0,0,0,5,202,7,252,48,benign
458,63,249,255,128,0,0,11,240,benign
14,32,84,86,2,8,9,115,254,benign
14,32,96,214,2,8,9,118,240,benign
1505,137,50,32,11,9,255,136,128,benign
208,82,73,4,102,131,255,109,0,max-speedometer
208,34,79,12,100,220,2,26,0,reverse-light-on
208,2,114,4,100,144,255,102,0,max-speedometer
1176,132,0,32,0,240,130,62,138,benign
208,42,80,12,102,114,2,131,0,reverse-light-on
412,5,30,31,251,194,0,41,32,benign
961,123,85,31,186,143,22,233,46,benign
208,98,63,4,96,56,255,180,0,max-speedometer
852,32,128,64,0,0,3,111,128,benign
1031,88,10,107,144,35,65,191,32,benign
1505,137,63,224,11,10,1,44,128,benign
1031,80,1,95,240,77,0,192,96,benign
208,114,81,12,102,84,2,152,0,reverse-light-on
722,0,0,86,190,128,0,0,11,benign
208,82,77,12,98,217,2,23,0,reverse-light-on
208,74,114,4,100,145,255,92,0,max-speedometer
208,106,80,12,102,25,1,213,0,reverse-light-on
1505,137,54,64,7,10,1,76,128,benign
961,123,85,31,178,99,11,41,46,benign
208,74,80,12,96,72,5,166,0,reverse-light-on
208,2,114,4,100,127,255,119,0,max-speedometer
51,18,149,217,45,236,211,215,208,benign
628,0,242,18,250,48,124,141,187,benign
208,122,114,4,100,115,255,117,0,max-speedometer
208,42,72,4,102,59,255,183,0,max-speedometer
167,0,81,62,41,1,29,192,160,benign
208,18,70,4,102,92,255,156,0,max-speedometer
852,32,41,192,0,0,6,147,0,benign
208,66,93,4,98,206,32,6,0,benign
208,26,115,4,100,103,255,144,0,max-speedometer
208,114,69,12,100,104,5,129,0,reverse-light-on
51,34,123,82,42,92,137,7,192,benign
208,82,75,4,100,226,255,11,0,max-speedometer
1760,4,87,4,83,4,93,4,89,benign
293,144,0,70,159,69,57,181,96,benign
412,11,62,31,247,2,0,40,160,benign
208,42,112,4,96,202,2,43,0,reverse-light-off
167,0,16,251,232,81,40,16,160,benign
208,90,114,4,100,26,255,211,0,max-speedometer
208,122,115,4,100,69,255,163,0,max-speedometer
354,0,8,3,147,234,17,244,206,benign
526,78,32,7,179,237,64,48,23,benign
208,58,81,12,96,10,3,232,0,reverse-light-on
1505,137,46,128,11,10,0,152,128,benign
167,0,81,38,164,241,26,144,160,benign
961,123,85,31,187,167,253,41,46,benign
208,2,69,12,102,123,5,124,0,reverse-light-on
208,26,114,4,96,146,255,101,0,max-speedometer
354,50,136,5,52,138,18,68,205,benign
167,0,81,57,41,17,21,80,160,benign
208,58,80,12,96,103,3,139,0,reverse-light-on
961,123,85,31,188,126,165,169,46,benign
208,50,82,12,100,52,2,192,0,reverse-light-on
1760,3,91,3,143,3,100,3,144,benign
208,42,115,4,100,156,255,85,0,max-speedometer
208,50,113,4,96,218,2,26,0,reverse-light-off
1076,2,40,32,170,176,170,183,64,benign
961,123,85,31,184,163,196,41,46,benign
852,32,58,192,0,0,4,122,128,benign
208,98,112,4,96,163,2,75,0,reverse-light-off
1628,64,6,130,230,80,0,0,2,benign
208,50,114,4,96,99,255,145,0,max-speedometer
1277,17,51,10,81,69,10,73,8,benign
526,78,32,3,160,0,62,207,119,benign
293,144,0,59,223,59,164,201,96,benign
208,2,117,12,100,170,5,77,0,reverse-light-on
208,18,81,12,102,97,2,151,0,reverse-light-on
852,32,55,192,0,0,4,218,128,benign
208,90,79,4,98,68,255,168,0,max-speedometer
208,90,115,4,96,191,255,46,0,max-speedometer
293,144,0,73,159,72,247,39,96,benign
1031,80,1,105,48,76,128,206,224,benign
208,82,72,4,96,100,255,140,0,max-speedometer
1760,1,238,1,238,1,237,1,237,benign
208,34,117,4,100,143,7,98,0,benign
1408,0,0,0,0,59,135,247,32,benign
208,18,72,4,96,126,255,122,0,max-speedometer
208,2,114,4,100,112,255,135,0,max-speedometer
208,114,114,4,100,92,255,142,0,max-speedometer
208,66,114,4,96,59,255,183,0,max-speedometer
208,66,114,4,96,226,255,15,0,max-speedometer
852,31,251,192,0,0,4,113,128,benign
186,6,152,14,196,16,0,12,240,benign
354,0,7,255,131,234,17,244,206,benign
208,98,118,4,100,80,9,151,0,benign
1760,5,141,5,139,5,151,5,150,benign
208,34,114,4,100,199,255,45,0,max-speedometer
208,114,123,4,96,111,10,117,0,benign
208,98,115,4,100,100,255,135,0,max-speedometer
208,34,80,12,102,108,3,137,0,reverse-light-on
208,122,80,12,96,23,1,213,0,reverse-light-on
208,58,80,12,96,118,3,124,0,reverse-light-on
1760,20,137,20,130,20,156,20,148,benign
208,122,71,4,102,185,255,50,0,max-speedometer
51,0,7,144,0,14,128,7,208,benign
208,90,71,4,98,167,255,72,0,max-speedometer
208,2,79,12,96,85,5,162,0,reverse-light-on
208,106,125,4,100,93,19,127,0,benign
560,249,0,0,2,156,0,12,0,benign
208,98,122,4,100,185,29,26,0,benign
208,114,117,12,100,152,5,81,0,reverse-light-on
167,0,16,250,166,161,24,48,160,benign
14,32,95,214,2,8,9,123,188,benign
1076,4,42,160,161,162,13,79,224,benign
208,98,67,4,100,132,18,90,0,benign
208,26,75,4,102,209,255,35,0,max-speedometer
208,26,74,4,100,97,255,149,0,max-speedometer
208,114,81,12,102,88,3,147,0,reverse-light-on
208,122,69,4,96,189,255,43,0,max-speedometer
208,10,79,4,96,78,255,168,0,max-speedometer
961,123,85,31,188,218,9,169,46,benign
167,0,81,50,165,145,23,192,160,benign
1314,223,127,208,0,121,104,0,156,benign
208,34,114,4,100,118,255,124,0,max-speedometer
551,255,255,255,255,255,255,255,255,fuzzing
1505,137,63,224,11,10,0,204,128,benign
208,42,114,4,100,132,255,109,0,max-speedometer
208,114,115,4,100,22,255,211,0,max-speedometer
208,106,117,12,100,144,5,90,0,reverse-light-on
208,10,114,4,100,104,255,143,0,max-speedometer
208,10,81,12,98,36,3,212,0,reverse-light-on
51,0,7,160,0,14,0,7,208,benign
1634,77,96,0,0,64,0,0,0,benign
1076,0,199,32,161,252,237,33,176,benign
208,106,71,4,98,242,255,252,0,max-speedometer
208,122,69,4,102,36,255,196,0,max-speedometer
208,34,114,4,100,130,255,112,0,max-speedometer
208,26,113,4,96,226,2,21,0,reverse-light-off
208,98,75,4,96,62,255,173,0,max-speedometer
208,26,81,12,100,129,3,117,0,reverse-light-on
208,50,114,4,96,61,255,183,0,max-speedometer
167,0,16,250,168,225,38,128,160,benign
412,23,18,31,251,2,0,41,0,benign
14,32,84,150,2,8,9,115,28,benign
208,34,114,4,100,74,255,169,0,max-speedometer
167,0,81,48,165,49,20,80,160,benign
208,106,66,4,100,79,255,156,0,max-speedometer
208,42,79,12,102,167,2,78,0,reverse-light-on
208,98,72,4,96,33,255,202,0,max-speedometer
208,18,82,12,98,146,2,102,0,reverse-light-on
208,58,118,4,100,144,12,89,0,benign
208,82,64,12,96,120,5,117,0,reverse-light-on
661,0,0,0,0,0,0,24,64,benign
628,88,242,42,242,16,124,141,155,benign
58,0,0,0,0,0,5,152,0,benign
293,144,0,70,31,69,250,193,96,benign
208,2,64,12,102,130,5,117,0,reverse-light-on
208,26,114,4,96,166,255,81,0,max-speedometer
208,122,114,4,100,105,255,126,0,max-speedometer
208,90,114,4,100,66,255,172,0,max-speedometer
1176,132,0,32,0,127,130,28,131,benign
208,98,113,4,96,191,2,47,0,reverse-light-off
208,18,67,4,100,202,255,43,0,max-speedometer
412,16,164,32,9,66,0,41,48,benign
208,50,80,12,102,54,5,187,0,reverse-light-on
14,32,84,22,2,8,9,119,54,benign
870,128,221,200,2,1,71,206,56,benign
14,32,85,214,2,8,9,110,178,benign
208,34,115,4,100,190,255,52,0,max-speedometer
208,42,71,4,100,55,255,187,0,max-speedometer
961,123,85,31,186,24,141,233,46,benign
208,18,114,4,100,146,255,98,0,max-speedometer
208,106,74,4,98,54,255,182,0,max-speedometer
208,122,115,4,100,7,255,225,0,max-speedometer
1505,137,59,96,11,10,0,100,128,benign
208,66,114,4,100,227,255,14,0,max-speedometer
208,42,80,12,100,105,2,140,0,reverse-light-on
208,122,114,4,100,164,255,67,0,max-speedometer
961,123,85,31,187,250,42,169,46,benign
208,74,123,4,96,219,6,18,0,benign
1760,13,76,13,68,13,92,13,89,benign
852,32,54,0,0,0,5,26,0,benign
1760,29,203,29,175,29,180,29,181,benign
1277,17,48,10,78,65,9,201,8,benign
412,15,58,31,247,2,0,40,176,benign
1760,11,198,11,192,11,204,11,223,benign
852,32,82,128,0,0,1,47,128,benign
208,42,70,4,100,2,255,241,0,max-speedometer
208,74,77,4,100,221,255,17,0,max-speedometer
1076,1,134,192,173,53,48,121,176,benign
961,123,85,31,187,26,11,105,46,benign
628,88,242,13,239,16,124,141,161,benign
1760,10,137,10,131,10,137,10,142,benign
208,98,121,4,96,236,5,255,0,benign
208,10,80,12,98,156,3,92,0,reverse-light-on
208,66,65,4,98,36,255,204,0,max-speedometer
167,0,16,250,168,129,40,64,160,benign
961,123,85,31,178,227,10,169,46,benign
51,15,145,209,13,252,203,247,208,benign
208,82,82,12,102,122,2,118,0,reverse-light-on
186,6,152,24,196,16,0,12,168,benign
208,2,64,4,96,43,255,204,0,max-speedometer
208,18,62,4,96,46,255,199,0,max-speedometer
14,32,98,22,2,8,9,117,14,benign
412,3,42,31,250,130,0,39,80,benign
1505,137,44,160,11,10,0,196,128,benign
208,26,70,4,102,45,255,199,0,max-speedometer
1760,14,197,14,189,14,191,14,183,benign
208,58,115,4,96,190,255,50,0,max-speedometer
675,0,1,168,77,30,128,111,136,benign
1628,64,11,114,104,64,15,0,2,benign
208,50,86,4,98,101,19,126,0,benign
208,10,73,4,96,66,255,180,0,max-speedometer
1176,132,3,32,24,96,137,92,133,benign
208,2,120,4,96,121,41,90,209,benign
208,10,114,4,100,150,255,95,0,max-speedometer
208,42,124,12,96,146,6,95,0,benign
1760,8,43,8,33,8,44,8,40,benign
208,18,72,4,98,205,255,40,0,max-speedometer
208,42,72,12,102,57,5,185,0,reverse-light-on
1176,132,0,32,0,125,134,24,196,benign
628,0,242,11,241,16,124,141,149,benign
208,58,82,12,96,69,5,171,0,reverse-light-on
1277,17,118,10,88,157,22,73,136,benign
51,0,3,64,0,14,200,151,208,benign
412,21,44,31,248,2,0,41,224,benign
51,0,2,80,0,12,75,23,208,benign
208,34,114,4,96,215,255,30,0,max-speedometer
208,82,77,12,102,185,5,52,0,reverse-light-on
208,98,115,4,100,87,255,151,0,max-speedometer
208,122,120,4,96,154,29,54,0,benign
208,42,115,4,100,81,255,161,0,max-speedometer
208,50,114,4,100,134,255,106,0,max-speedometer
560,61,0,5,226,164,0,12,0,benign
208,18,114,4,96,184,255,64,0,max-speedometer
208,82,117,12,100,140,5,97,0,reverse-light-on
208,122,115,4,100,53,255,179,0,max-speedometer
208,82,70,4,98,51,255,189,0,max-speedometer
208,82,115,4,100,13,255,224,0,max-speedometer
208,98,114,4,96,193,255,44,0,max-speedometer
852,32,97,128,0,0,7,177,0,benign
1031,80,1,105,192,88,0,190,32,benign
412,22,250,31,254,2,0,40,176,benign
208,50,71,4,100,233,255,11,0,max-speedometer
51,0,1,128,0,12,76,183,208,benign
208,114,82,12,102,59,5,174,0,reverse-light-on
675,16,0,2,134,100,128,60,20,benign
293,144,0,106,31,101,184,165,96,benign
1314,223,127,208,87,161,112,26,220,benign
293,144,0,113,90,193,105,41,96,benign
1277,17,126,10,80,169,23,201,136,benign
208,50,82,12,98,124,2,120,0,reverse-light-on
560,168,0,2,146,228,0,10,0,benign
208,90,114,4,100,123,255,113,0,max-speedometer
51,36,117,10,69,111,132,215,160,benign
1314,223,127,208,3,250,152,0,28,benign
1505,137,26,32,11,9,255,232,128,benign
208,106,125,4,96,219,25,251,0,benign
208,114,117,4,100,78,15,145,0,benign
961,123,85,31,187,221,71,105,46,benign
1760,7,208,7,200,7,221,7,223,benign
412,30,236,31,254,194,0,40,224,benign
14,32,95,214,2,8,9,121,22,benign
208,58,113,4,96,238,2,5,0,reverse-light-off
208,2,109,12,96,217,2,33,0,reverse-light-on
208,50,66,4,102,55,255,187,0,max-speedometer
1314,223,127,208,4,116,120,8,156,benign
208,66,117,4,100,150,23,71,0,benign
412,9,18,31,252,194,0,41,128,benign
208,106,114,4,96,49,255,188,0,max-speedometer
208,42,66,4,96,52,255,191,0,max-speedometer
51,10,110,200,176,172,82,23,208,benign
208,66,82,12,96,127,2,115,0,reverse-light-on
852,31,243,192,0,0,5,38,128,benign
208,82,67,4,100,48,255,190,0,max-speedometer
1277,17,54,10,85,73,10,201,8,benign
61,0,188,141,128,0,0,0,0,benign
208,66,74,4,100,245,255,253,0,max-speedometer
14,32,85,22,2,8,9,113,252,benign
1176,132,0,160,4,50,132,106,143,benign
208,26,115,4,100,204,255,39,0,max-speedometer
1505,137,29,32,11,10,1,208,128,benign
208,90,68,4,102,34,255,202,0,max-speedometer
1176,132,0,32,0,239,128,0,13,benign
403,0,8,8,2,210,56,0,0,benign
208,82,113,4,96,228,2,12,0,reverse-light-off
412,6,28,32,27,130,0,40,48,benign
208,98,109,12,96,198,2,40,0,reverse-light-on
1076,3,10,160,162,181,174,6,240,benign
208,90,109,12,96,196,2,43,0,reverse-light-on
167,0,16,251,38,113,46,80,160,benign
293,144,0,108,31,101,183,165,96,benign
208,26,78,12,98,81,5,163,0,reverse-light-on
412,18,16,32,27,130,0,41,16,benign
1505,137,47,96,11,10,0,196,128,benign
1505,137,30,224,11,10,0,8,128,benign
756,255,255,255,255,255,255,255,255,fuzzing
1076,2,138,160,164,173,193,37,128,benign
1628,64,18,50,103,176,0,0,0,benign
852,32,77,0,0,0,2,72,128,benign
569,0,0,0,82,64,0,59,32,benign
208,122,66,4,102,75,255,158,0,max-speedometer
208,58,113,4,96,168,2,75,0,reverse-light-off
1307,8,2,100,38,85,176,0,1,benign
1760,14,48,14,61,14,68,14,68,benign
208,114,110,4,100,238,0,0,0,benign
852,32,147,128,0,0,1,112,128,benign
208,90,80,12,100,127,3,111,0,reverse-light-on
208,26,81,12,100,5,3,241,0,reverse-light-on
208,50,114,4,100,126,255,115,0,max-speedometer
208,42,117,12,100,160,5,82,0,reverse-light-on
208,50,75,4,102,86,255,155,0,max-speedometer
1076,1,198,64,167,22,206,236,192,benign
167,0,81,63,41,65,31,128,160,benign
208,2,114,4,100,252,255,252,0,max-speedometer
208,90,82,12,100,106,2,133,0,reverse-light-on
208,122,114,4,96,158,255,77,0,max-speedometer
208,122,80,12,102,7,1,229,0,reverse-light-on
208,98,68,4,100,191,255,44,0,max-speedometer
208,50,71,4,98,223,255,21,0,max-speedometer
208,18,115,4,100,190,255,54,0,max-speedometer
208,74,115,4,96,14,255,226,0,max-speedometer
1408,0,0,0,4,56,7,239,160,benign
208,90,80,12,100,193,2,46,0,reverse-light-on
208,114,68,4,102,11,255,223,0,max-speedometer
293,144,0,107,159,109,52,37,96,benign
208,114,113,4,96,196,2,40,0,reverse-light-off
208,42,114,4,100,112,255,129,0,max-speedometer
208,10,114,4,100,139,255,106,0,max-speedometer
208,106,115,4,98,149,255,85,0,max-speedometer
208,18,68,12,100,103,5,142,0,reverse-light-on
705,1,244,15,199,201,159,30,212,benign
208,58,114,4,96,240,255,2,0,max-speedometer
208,82,79,12,98,1,1,240,0,reverse-light-on
208,74,73,4,96,241,255,254,0,max-speedometer
208,18,71,4,100,194,255,54,0,max-speedometer
1760,24,33,24,53,24,70,24,90,benign
1076,4,42,160,166,170,198,179,48,benign
208,66,80,12,96,148,3,93,0,reverse-light-on
208,114,71,4,100,156,255,80,0,max-speedometer
852,32,31,64,0,0,7,182,0,benign
208,82,80,12,100,116,3,123,0,reverse-light-on
208,90,72,4,100,51,255,185,0,max-speedometer
480,255,255,255,255,255,255,255,255,fuzzing
1760,19,101,19,90,19,48,19,54,benign
208,66,72,4,96,210,255,32,0,max-speedometer
208,98,73,4,96,129,255,109,0,max-speedometer
208,2,115,4,96,134,255,114,0,max-speedometer
208,82,120,4,96,242,0,0,0,benign
1072,0,149,71,60,0,128,18,160,benign
208,2,109,12,96,219,2,31,0,reverse-light-on
14,32,82,86,2,8,9,124,184,benign
208,26,67,4,98,31,255,214,0,max-speedometer
560,248,0,0,2,212,0,14,0,benign
208,18,71,4,100,231,255,17,0,max-speedometer
208,26,76,4,100,207,255,37,0,max-speedometer
167,0,81,39,37,145,44,48,160,benign
622,1,6,64,130,136,198,10,4,benign
208,50,79,4,100,217,255,24,0,max-speedometer
208,98,84,12,96,62,5,173,0,reverse-light-on
208,34,75,4,102,88,255,155,0,max-speedometer
208,106,88,4,102,85,34,120,0,benign
208,18,114,4,100,110,255,136,0,max-speedometer
208,10,115,4,96,242,5,4,0,benign
208,82,114,4,100,115,255,121,0,max-speedometer
208,98,114,4,96,127,255,111,0,max-speedometer
208,10,75,12,96,173,5,73,0,reverse-light-on
1760,29,33,29,0,29,25,29,19,benign
61,7,209,228,0,0,0,0,0,benign
14,32,97,22,2,8,9,125,60,benign
208,82,66,4,96,91,255,147,0,max-speedometer
208,90,114,4,100,98,255,138,0,max-speedometer
293,144,0,109,31,108,114,93,96,benign
208,82,71,4,102,220,255,20,0,max-speedometer
208,82,74,4,96,215,8,19,0,benign
208,106,67,12,102,140,5,94,0,reverse-light-on
705,1,243,15,199,202,158,55,200,benign
1076,2,170,160,164,36,99,165,240,benign
208,42,114,4,100,125,255,116,0,max-speedometer
852,32,174,64,0,0,5,190,128,benign
293,144,0,108,159,111,114,193,96,benign
208,122,115,4,100,110,255,125,0,max-speedometer
208,50,115,4,96,143,255,99,0,max-speedometer
293,144,0,69,223,70,58,193,96,benign
208,58,66,4,98,201,255,40,0,max-speedometer
293,144,0,108,223,119,109,207,96,benign
167,0,16,245,40,209,22,48,160,benign
208,82,76,4,102,202,255,35,0,max-speedometer
208,18,114,4,100,170,255,74,0,max-speedometer
208,114,73,12,102,90,5,143,0,reverse-light-on
167,0,16,250,167,161,31,144,160,benign
14,32,84,86,2,8,9,116,144,benign
208,34,81,12,100,14,3,231,0,reverse-light-on
208,114,114,4,100,193,255,41,0,max-speedometer
208,90,114,4,100,28,255,210,0,max-speedometer
1760,12,240,12,248,12,246,13,4,benign
1694,4,64,4,118,31,192,20,162,benign
560,248,0,0,2,156,0,14,0,benign
1076,3,202,160,175,174,6,179,192,benign
208,90,117,12,100,172,5,64,0,reverse-light-on
208,90,69,4,98,46,255,190,0,max-speedometer
208,2,67,4,96,127,255,120,0,max-speedometer
852,32,24,0,0,0,0,188,0,benign
738,255,255,255,255,255,255,255,255,fuzzing
208,26,80,12,96,115,2,132,0,reverse-light-on
167,32,16,250,165,161,45,160,160,benign
293,144,0,70,31,69,121,183,96,benign
208,98,78,4,100,214,255,21,0,max-speedometer
208,10,115,4,96,172,255,75,0,max-speedometer
208,122,116,4,96,115,28,94,0,benign
208,50,83,4,102,47,21,178,0,benign
852,32,32,128,0,0,7,179,128,benign
1176,132,0,32,0,110,132,29,10,benign
1176,132,0,32,0,244,128,0,8,benign
1694,4,64,4,116,31,192,21,2,benign
628,0,242,10,242,16,124,141,255,benign
354,90,40,6,212,242,18,120,201,benign
14,32,96,150,2,8,9,125,66,benign
208,42,114,4,100,117,255,124,0,max-speedometer
208,26,114,4,100,32,255,214,0,max-speedometer
208,74,66,4,96,25,255,214,0,max-speedometer
208,98,109,12,96,193,2,45,0,reverse-light-on
51,0,4,240,0,14,69,87,208,benign
412,12,242,32,0,2,0,41,112,benign
1505,137,55,64,7,10,0,140,128,benign
208,26,113,4,96,137,2,110,0,reverse-light-off
519,36,4,96,72,47,158,213,0,benign
293,144,0,67,159,67,124,81,96,benign
208,114,67,4,102,22,255,212,0,max-speedometer
1408,0,0,0,3,248,135,240,0,benign
293,144,0,70,95,70,56,251,96,benign
208,18,80,12,100,100,3,147,0,reverse-light-on
208,42,114,4,100,180,255,61,0,max-speedometer
208,122,64,12,100,112,5,120,0,reverse-light-on
208,10,117,4,96,215,12,24,0,benign
412,15,60,32,54,130,0,39,208,benign
61,7,209,234,128,0,0,0,0,benign
1760,18,253,18,218,18,253,18,228,benign
1685,255,255,255,255,255,255,255,255,fuzzing
1314,223,127,208,78,169,248,42,28,benign
560,245,0,0,2,212,0,20,0,benign
